"data_publicacao","data_modificacao","data_sitemap","titulo","link","autor","secao","tipo_conteudo","resumo","imagem_destacada","data_coleta","fonte"
"","","2026-06-12T00:00:00.000-04:00","Ali Sethi / Gregory Rogove: Room Jhoom","https://pitchfork.com/reviews/albums/ali-sethi-gregory-rogove-room-jhoom/","Arman Khan","reviews","review","The Pakistani American musician’s latest collaborative album is a quiet meditation on separation and yearning.","https://media.pitchfork.com/photos/6a2b0683146023d76d3367b1/16:9/w_1280,c_limit/Ali%20Sethi%20Gregory%20Rogove%20Room%20Jhoom.jpg","2026-06-18T11:39:19-03:00","Pitchfork"
"2026-06-12T04:00:00.000Z","2026-06-12T04:00:00.000Z","2026-06-12T00:00:00.000-04:00","Read the Full Credits to Olivia Rodrigo’s You Seem Pretty Sad for a Girl So in Love","https://pitchfork.com/news/read-the-full-credits-olivia-rodrigo-you-seem-pretty-sad-for-a-girl-so-in-love/","Nina Corcoran","news","article","The usual suspects (Dan Nigro, Amy Allen) appear, but there are a couple surprises too","https://media.pitchfork.com/photos/6a2b09978e6f52b9c1bfe8f9/16:9/w_1280,c_limit/GettyImages-2280260858.jpg","2026-06-18T11:39:20-03:00","Pitchfork"
"2026-06-11T16:50:27.072Z","2026-06-11T16:50:27.072Z","2026-06-11T12:50:27.072-04:00","Noname Is Touring Telefone for Its 10th Anniversary","https://pitchfork.com/news/noname-announces-telefone-anniversary-tour/","Alex Suskind","news","article","“I hope 10 years ago in some small corner of the world you heard the imagination of young folks from the city of chicago”","https://media.pitchfork.com/photos/6a2ae3cddbab91dec3077aef/16:9/w_1280,c_limit/GettyImages-1485938889.jpg","2026-06-18T11:39:23-03:00","Pitchfork"
"2026-06-11T16:50:05.338Z","2026-06-11T16:50:05.338Z","2026-06-11T12:50:05.338-04:00","Bonnaroo 2026 Livestream Schedule & Details Announced for Disney and Hulu","https://pitchfork.com/news/bonnaroo-2026-livestream-schedule-and-details-announced-for-disney-and-hulu/","Jazz Monroe","news","article","Find out when to catch Turnstile, the Strokes, Skrillex, Geese, and many more this weekend","https://media.pitchfork.com/photos/6a2ae6864360aada470983a9/16:9/w_1280,c_limit/turnstile-bonnaroo-livestream.jpg","2026-06-18T11:39:24-03:00","Pitchfork"
"","","2026-06-11T00:03:00.000-04:00","YHWH Nailgun: Magazine","https://pitchfork.com/reviews/albums/yhwh-nailgun-magazine/","Grayson Haver Currin","reviews","review","Though only half the length of their 2025 breakthrough debut, the New York quartet’s second album is dense with ideas and enlivened by purpose.","https://media.pitchfork.com/photos/6a1ed6c7049d13b070a25593/16:9/w_1280,c_limit/YHWH_magazine%20packshot%20(3).jpg","2026-06-18T11:39:25-03:00","Pitchfork"
"","","2026-06-11T00:02:00.000-04:00","KatzPascale: ELEGY EP","https://pitchfork.com/reviews/albums/katzpascale-elegy-ep/","Emma Madden","reviews","review","The New York cello-saxophone duo trades the strictures of classical music for more exploratory tones and textures, fusing the expansiveness of film scores with the immediacy of pop.","https://media.pitchfork.com/photos/6a27c8421afda97beb764c5f/16:9/w_1280,c_limit/KatzPascale%20-%20Elegy.jpg","2026-06-18T11:39:26-03:00","Pitchfork"
"","","2026-06-11T00:01:00.000-04:00","Six Sex: ULTRA","https://pitchfork.com/reviews/albums/six-sex-ultra/","E.R. Pulgar","reviews","review","On her debut album, the chameleonic Argentine artist offers bouncy club absurdism and Latin electroclash steeped in hedonism, provocation, and sexual autonomy.","https://media.pitchfork.com/photos/6a1f038c4715c13db662dacd/16:9/w_1280,c_limit/820233386944.jpg","2026-06-18T11:39:27-03:00","Pitchfork"
"","","2026-06-11T00:00:00.000-04:00","Kane Parsons /  Edo Van Breemen: Backrooms (Original Soundtrack)","https://pitchfork.com/reviews/albums/kane-parsons-edo-van-breemen-backrooms-original-soundtrack/","Harry Thorfinn-George","reviews","review","The dark-ambient score for A24’s hit horror film is at its best when it embraces the offbeat and uncanny.","https://media.pitchfork.com/photos/6a299e6be1493afaaaa447d4/16:9/w_1280,c_limit/Kane%20Parsons%20:%20Edo%20Van%20Breeman%20Backrooms%20(Original%20Soundtrack)%20.jpg","2026-06-18T11:39:27-03:00","Pitchfork"
"2026-06-10T23:02:00.072Z","2026-06-10T23:02:00.072Z","2026-06-10T19:02:00.072-04:00","Hail to the Thief Version of Hamlet Heads to London","https://pitchfork.com/news/hail-to-the-thief-version-of-hamlet-heads-to-london/","Nina Corcoran","news","article","Radiohead’s 2003 album soundtracks the modern production of Shakespeare’s classic tale","https://media.pitchfork.com/photos/6a29ebe8c683f423a1fffa5d/16:9/w_1280,c_limit/GettyImages-2107881338.jpg","2026-06-18T11:39:29-03:00","Pitchfork"
"2026-06-10T22:45:23.147Z","2026-06-10T22:45:23.147Z","2026-06-10T18:45:23.147-04:00","NYC Street Named for Jimi Hendrix After 56-Year Petition","https://pitchfork.com/news/nyc-street-named-for-jimi-hendrix-after-56-year-petition/","Hattie Lindert","news","article","Jimi Hendrix Way sits just down the street from the guitarist’s legendary Electric Lady Studios","https://media.pitchfork.com/photos/6a29e0744360aada47098232/16:9/w_1280,c_limit/GettyImages-84884490.jpg","2026-06-18T11:39:29-03:00","Pitchfork"
"","","2026-06-10T17:50:41.775-04:00","L’Rain: “soulless cycle”","https://pitchfork.com/reviews/tracks/lrain-soulless-cycle/","Harry Tafoya","reviews","review","With a pummelling rhythm and howling guitar, the new song from fata morgana makes a desperate race against the doom loop.","https://media.pitchfork.com/photos/6a29d6e31e3965e99ceed885/16:9/w_1280,c_limit/L'Rain%20-%20fata%20morgana%20album%20art.jpg","2026-06-18T11:39:30-03:00","Pitchfork"
"2026-06-10T20:51:50.264Z","2026-06-10T20:51:50.264Z","2026-06-10T16:51:50.264-04:00","Slow Pulp Return With New Album, Song, and Fall Tour Dates","https://pitchfork.com/news/slow-pulp-return-with-an-album-a-new-song-and-fall-tour-dates/","Alex Suskind","news","article","Melodie drops 9/18 on ANTI-","https://media.pitchfork.com/photos/6a29c58d1e3965e99ceed837/16:9/w_1280,c_limit/Slow%20Pulp%20by%20Photo%20by%20Luca%20Venter.jpg","2026-06-18T11:39:33-03:00","Pitchfork"
"2026-06-10T19:00:00.000Z","2026-06-10T19:00:00.000Z","2026-06-10T15:00:00.000-04:00","Jane Remover on Beef, Biting, and Their Next Album","https://pitchfork.com/features/jane-remover-on-beef-biting-and-her-next-album/","Mano Sundaresan","features","article","“Don’t go head to head with me just because you put on a wig""","https://media.pitchfork.com/photos/6a28622acea2207d28fd0497/16:9/w_1280,c_limit/P4K26__Q&A_JaneRemover_2-1.png","2026-06-18T11:39:34-03:00","Pitchfork"
"2026-06-10T17:18:19.347Z","2026-06-10T17:18:19.347Z","2026-06-10T13:18:19.347-04:00","Helado Tropical to Embark on Debut Tour","https://pitchfork.com/news/helado-tropical-to-embark-on-debut-tour/","Jazz Monroe","news","article","Helado Negro and Reyna Tropical are taking their new project across North America","https://media.pitchfork.com/photos/6a2992d2146023d76d33576e/16:9/w_1280,c_limit/Sensacion.JPEG","2026-06-18T11:39:35-03:00","Pitchfork"
"2026-06-10T15:53:56.297Z","2026-06-10T15:53:56.297Z","2026-06-10T11:53:56.297-04:00","Open Mike Eagle and Kenny Segal Team for New Album Doomed!","https://pitchfork.com/news/open-mike-eagle-and-kenny-segal-team-for-new-album-doomed/","Alex Suskind","news","article","“Every one of Kenny’s beats is a chunk of ore from a different comet”","https://media.pitchfork.com/photos/6a29814f1e3965e99ceed511/16:9/w_1280,c_limit/unnamed%20(83).jpg","2026-06-18T11:39:36-03:00","Pitchfork"
"2026-06-10T13:39:18.653Z","2026-06-10T13:39:18.653Z","2026-06-10T09:39:18.653-04:00","L’Rain Returns With New Album Fata Morgana","https://pitchfork.com/news/lrain-returns-with-new-album-fata-morgana/","Jazz Monroe","news","article","Taja Cheek’s project thunders back to life with infernal single “Soulless Cycle”","https://media.pitchfork.com/photos/6a29661eb69837a7d1b32eca/16:9/w_1280,c_limit/L'Rain-new-album-fata-morgana.jpg","2026-06-18T11:39:37-03:00","Pitchfork"
"2026-06-10T13:39:06.179Z","2026-06-10T13:39:06.179Z","2026-06-10T09:39:06.179-04:00","Pitchfork Festival Paris Adds More Names for 2026","https://pitchfork.com/news/pitchfork-paris-2026-reveals-avant-garde-program/","Pitchfork","news","article","Quiet Light, Robber Robber, the Femcels, and Worldpeace DMT are among the 55 artists playing the Avant-Garde program this year","https://media.pitchfork.com/photos/6a1d9f0a97cb9846a78cd1c2/16:9/w_1280,c_limit/pitchfork-paris-2026.jpg","2026-06-18T11:39:38-03:00","Pitchfork"
"2026-06-10T10:48:56.588Z","2026-06-10T10:48:56.588Z","2026-06-10T06:48:56.588-04:00","Jack White Releasing New Album Next Month","https://pitchfork.com/news/jack-white-releasing-new-album-next-month/","Jazz Monroe","news","article","Listen to “Dollar Bill” from No Name follow-up Frozen Charlatan","https://media.pitchfork.com/photos/6a293e70604582f71fef4020/16:9/w_1280,c_limit/jack-white-new-album.jpg","2026-06-18T11:39:38-03:00","Pitchfork"
"","","2026-06-10T00:03:00.000-04:00","RealYungPhil : until something changes","https://pitchfork.com/reviews/albums/realyungphil-until-something-changes/","Alphonse Pierre","reviews","review","The Connecticut rapper reunites with the Swedish underground producers of Victory Music, combining atmospheric sadboy synths with plainspoken East Coast grit.","https://media.pitchfork.com/photos/6a285c4f9266f324bc1fdaa2/16:9/w_1280,c_limit/RealYungPhil%20-%20until%20something%20changes%20album%20art.jpg","2026-06-18T11:39:39-03:00","Pitchfork"
"","","2026-06-10T00:02:00.000-04:00","Navy Blue: Sir Render","https://pitchfork.com/reviews/albums/navy-blue-sir-render/","Dash Lewis","reviews","review","Sage Elsesser’s latest is fashioned as a prequel to his last two LPs, detailing the darkness before a spiritual awakening. Over lush, radiant production, it’s his most surefooted rapping yet.","https://media.pitchfork.com/photos/6a28446ecea2207d28fd03b6/16:9/w_1280,c_limit/Navy%20Blue%20-%20Sir%20Render.jpg","2026-06-18T11:39:40-03:00","Pitchfork"
"","","2026-06-10T00:01:00.000-04:00","Beatrice M.: Sinking","https://pitchfork.com/reviews/albums/beatrice-m-sinking/","Ben Cardew","reviews","review","The Paris producer revives the sound of classic, mid-2000s dubstep on their debut album, but subtle, surprisingly moving details keep their music from feeling merely retro.","https://media.pitchfork.com/photos/6a26ce570d34124b28b2aa24/16:9/w_1280,c_limit/Beatrice%20M.%20-%20Sinking.jpg","2026-06-18T11:39:41-03:00","Pitchfork"
"","","2026-06-10T00:00:00.000-04:00","Widowspeak: Roses","https://pitchfork.com/reviews/albums/widowspeak-roses/","Linnie Greene","reviews","review","The duo’s seventh album is a paean to romance, filled with ethereal indie-rock songs where love and daydreaming are an escape from the daily grind.","https://media.pitchfork.com/photos/6a282abf9266f324bc1fd8de/16:9/w_1280,c_limit/Widowspeak-Roses.jpg","2026-06-18T11:39:42-03:00","Pitchfork"
"2026-06-09T17:53:28.685Z","2026-06-09T17:53:28.685Z","2026-06-09T13:53:28.685-04:00","Bonobo Enlists Arooj Aftab, Nilüfer Yanya for New Album Distance in Static","https://pitchfork.com/news/bonobo-new-album-distance-in-static-tour/","Jazz Monroe","news","article","Simon Green has also announced a North American tour behind the new LP","https://media.pitchfork.com/photos/6a2850235bf37fddd7fa7c35/16:9/w_1280,c_limit/bonobo-new-album.jpg","2026-06-18T11:39:43-03:00","Pitchfork"
"2026-06-09T16:28:30.180Z","2026-06-09T16:28:30.180Z","2026-06-09T12:28:30.180-04:00","Tortoise to Tour U.S. and Canada","https://pitchfork.com/news/tortoise-to-tour-us-and-canada/","Hattie Lindert","news","article","The Chicago post-rockers will stop in Los Angeles, Montréal, Boston, and more over the coming months","https://media.pitchfork.com/photos/6a2833ed9266f324bc1fda25/16:9/w_1280,c_limit/unnamed%20(17).jpg","2026-06-18T11:39:44-03:00","Pitchfork"
"2026-06-09T16:04:41.758Z","2026-06-09T16:04:41.758Z","2026-06-09T12:04:41.758-04:00","James Blood Ullmer, Pioneering Funk and Jazz Guitarist, Dies art 86","https://pitchfork.com/news/james-blood-ullmer-dies-86/","Alex Suskind","news","article","“His music was fearless, and so was his spirit,” his family said in a statement","https://media.pitchfork.com/photos/6a2815ddeca9b16e6ce65399/16:9/w_1280,c_limit/GettyImages-1172156720.jpg","2026-06-18T11:39:45-03:00","Pitchfork"
"2026-06-09T15:19:43.755Z","2026-06-09T15:19:43.755Z","2026-06-09T11:19:43.755-04:00","Chat Pile Prep New Album Who Loves the Sun","https://pitchfork.com/news/chat-pile-prep-new-album-who-loves-the-sun/","Jazz Monroe","news","article","Take a trip to a macabre barbershop in the “Deep Blue” video","https://media.pitchfork.com/photos/6a2829eeeca9b16e6ce654e2/16:9/w_1280,c_limit/Chat-pile-album.jpg","2026-06-18T11:39:46-03:00","Pitchfork"
"2026-06-09T15:14:34.155Z","2026-06-09T15:14:34.155Z","2026-06-09T11:14:34.155-04:00","Militarie Gun Promise 20 Songs for 20 Dollars on North American Tour","https://pitchfork.com/news/militarie-gun-promise-20-songs-for-20-dollars-on-north-american-tour/","Hattie Lindert","news","article","Soft Cult, Shady Nasty, and Dazy will open for the Los Angeles band’s fall headlining run","https://media.pitchfork.com/photos/6a28263ccab12a15a412b990/16:9/w_1280,c_limit/gun%20photo.jpg","2026-06-18T11:39:47-03:00","Pitchfork"
"2026-06-09T15:04:45.457Z","2026-06-09T15:04:45.457Z","2026-06-09T11:04:45.457-04:00","Peter Bjorn and John Plot Writer’s Block 20th Anniversary Tour","https://pitchfork.com/news/peter-bjorn-and-john-plot-writers-block-20th-anniversary-tour/","Nina Corcoran","news","article","The indie trio’s revered album will get the live treatment this fall","https://media.pitchfork.com/photos/6a27994fb76089fb0fd9f952/16:9/w_1280,c_limit/Peter%20Bjorn%20and%20John,%20photo%20by%20Johan%20Bergmark.png","2026-06-18T11:39:49-03:00","Pitchfork"
"2026-06-09T13:46:14.614Z","2026-06-09T13:46:14.614Z","2026-06-09T09:46:14.614-04:00","Ty Segall Is Releasing a New Album and EP on the Same Day","https://pitchfork.com/news/ty-segall-is-releasing-a-new-album-and-ep-on-the-same-day/","Jazz Monroe","news","article","“Black Paint” leads an incoming double bill from the tireless singer-songwriter","https://media.pitchfork.com/photos/6a28127b2a4c0368cf0f2f55/16:9/w_1280,c_limit/ty-segall-new-album.jpg","2026-06-18T11:39:50-03:00","Pitchfork"
"2026-06-09T12:04:41.011Z","2026-06-09T12:04:41.011Z","2026-06-09T08:04:41.011-04:00","Interpol Ready New Album, Share Two Songs","https://pitchfork.com/news/interpol-ready-new-album-share-two-songs/","Jazz Monroe","news","article","The band has signed to Partisan for its first LP in four years, This Mirror Weighs a Ton","https://media.pitchfork.com/photos/6a27fbebcea2207d28fcfef1/16:9/w_1280,c_limit/interpol-new-album.jpg","2026-06-18T11:39:51-03:00","Pitchfork"
"2026-06-09T11:18:44.038Z","2026-06-09T11:18:44.038Z","2026-06-09T07:18:44.038-04:00","Soft Cell Unveil Final Album Danceteria","https://pitchfork.com/news/soft-cell-unveil-final-album-danceteria/","Jazz Monroe","news","article","A tribute to the New York club and Soft Cell co-founder Dave Ball, who died last year after the album’s completion","https://media.pitchfork.com/photos/6a27f256a78cbe8a62b6e12f/16:9/w_1280,c_limit/Soft%20Cell.jpg","2026-06-18T11:39:52-03:00","Pitchfork"
"","","2026-06-09T00:03:00.000-04:00","B0YG1RL / Novagang: EXIT 2B","https://pitchfork.com/reviews/albums/b0yg1rl-novagang-exit-2b/","Olivier Lafontant","reviews","review","The Miami duo’s electrifying, boundary-bending combination of Haitian kompa, underground rap, reggaeton, electro-pop, and baile funk is loud as hell and rich in egalitarian spirit.","https://media.pitchfork.com/photos/6a0b5f507fc6f92eeff4275c/16:9/w_1280,c_limit/B0YG1RL:%20EXIT%202B.jpg","2026-06-18T11:39:53-03:00","Pitchfork"
"","","2026-06-09T00:02:00.000-04:00","Of Montreal: Aethermead","https://pitchfork.com/reviews/albums/of-montreal-aethermead/","Ethan Beck","reviews","review","Kevin Barnes’ 20th album is, once again, inspired by a breakup, but the drab music lacks the personality and vision of their best work.","https://media.pitchfork.com/photos/6a1f02c65953023e4c87e091/16:9/w_1280,c_limit/644110053091.png","2026-06-18T11:39:55-03:00","Pitchfork"
"","","2026-06-09T00:01:00.000-04:00","Vanessa Rossetto: The Professional","https://pitchfork.com/reviews/albums/vanessa-rossetto-the-professional/","Levi Dayan","reviews","review","The American composer’s latest album of field recordings and fourth-wall slippage is an engrossing travelogue from the outskirts of experimental music.","https://media.pitchfork.com/photos/6a26b96568f3f9eab30abd24/16:9/w_1280,c_limit/Vanessa%20Rossetto%20-%20The%20Professional.jpg","2026-06-18T11:39:55-03:00","Pitchfork"
"","","2026-06-09T00:00:00.000-04:00","Zoh Amba: Eyes Full","https://pitchfork.com/reviews/albums/zoh-amba-eyes-full/","Hannah Jocelyn","reviews","review","On their Matador debut, the improv musician re-emerges as a traditional singer-songwriter whose character-based narratives and alt-country stylings feel a touch too familiar.","https://media.pitchfork.com/photos/6a1f03f44715c13db662daf9/16:9/w_1280,c_limit/600x600bb%20(80).jpg","2026-06-18T11:39:56-03:00","Pitchfork"
"2026-06-08T18:53:51.794Z","2026-06-08T18:53:51.794Z","2026-06-08T14:53:51.794-04:00","Kelsey Lu Announces Fall Tour Dates","https://pitchfork.com/news/kelsey-lu-announces-tour-fall-2026-dates/","Alex Suskind","news","article","It kicks off this September in Philadelphia","https://media.pitchfork.com/photos/6a270d575a0b04ca993e6eca/16:9/w_1280,c_limit/'Cutting%20Off%20The%20Head%20Of%20A%20Ghost'%20Press%20Photo.jpg","2026-06-18T11:39:58-03:00","Pitchfork"
"2026-06-08T17:54:13.834Z","2026-06-08T17:54:13.834Z","2026-06-08T13:54:13.834-04:00","The Best of Primavera Sound 2026","https://pitchfork.com/features/the-best-of-primavera-sound-2026/","Walden Green","features","article","The Cure danced, Addison Rae crowd-surfed, and MBV went punk","https://media.pitchfork.com/photos/6a29d59bc7ed5ac4d3766109/16:9/w_1280,c_limit/geese25.jpeg","2026-06-18T11:39:59-03:00","Pitchfork"
"2026-06-08T16:22:42.722Z","2026-06-08T16:22:42.722Z","2026-06-08T12:22:42.722-04:00","Kim Petras, horsegiirL, Skrillex, and More: This Week’s Pitchfork Selects Playlist","https://pitchfork.com/news/kim-petras-horsegiirl-skrillex-and-more-this-weeks-pitchfork-selects-playlist/","Pitchfork","news","article","Our weekly playlist highlights songs that our writers, editors, and contributors are listening to on repeat","https://media.pitchfork.com/photos/6a26e3f52a4c0368cf0f2be4/16:9/w_1280,c_limit/P4K26-0601_Selects_2x1%20(1).png","2026-06-18T11:40:01-03:00","Pitchfork"
"2026-06-08T14:28:32.785Z","2026-06-08T14:28:32.785Z","2026-06-08T10:28:32.785-04:00","Beastie Boys’ Mike D Lines Up Debut Album","https://pitchfork.com/news/beastie-boys-mike-d-lines-up-debut-album/","Jazz Monroe","news","article","Listen to “True Colors” from August-bound LP Thank You","https://media.pitchfork.com/photos/6a26cd9a81fc4a07089f2dda/16:9/w_1280,c_limit/mike-d-new-album.jpeg","2026-06-18T11:40:02-03:00","Pitchfork"
"2026-06-08T13:41:42.352Z","2026-06-08T13:41:42.352Z","2026-06-08T09:41:42.352-04:00","Pitchfork Festival London 2026 Announces Lineup","https://pitchfork.com/news/los-thuthanaka-the-avalanches-noname-to-headline-pitchfork-festival-london/","Pitchfork","news","article","Featuring Los Thuthanaka, the Avalanches, Noname, Ear, Ana Roxanne, Bill Orcutt, and many more","https://media.pitchfork.com/photos/6a231b7eaed5fb53349cee9f/16:9/w_1280,c_limit/PITCHFORK%20LOGO%20LG.png","2026-06-18T11:40:04-03:00","Pitchfork"
"2026-06-08T13:41:15.588Z","2026-06-08T13:41:15.588Z","2026-06-08T09:41:15.588-04:00","Charli XCX Invites You to the Music, Fashion, Film Tour","https://pitchfork.com/news/charli-xcx-invites-you-to-the-music-fashion-film-tour/","Jazz Monroe","news","article","Underscores supports the North American run","https://media.pitchfork.com/photos/6a26c4a2b5f1c32e7c146cc9/16:9/w_1280,c_limit/charli-xcx-tour.jpg","2026-06-18T11:40:05-03:00","Pitchfork"
"","","2026-06-08T00:03:00.000-04:00","Vince Staples: Cry Baby","https://pitchfork.com/reviews/albums/vince-staples-cry-baby/","Mankaprr Conteh","reviews","review","The rapper’s brash new rock album is a reflection and rebuttal to American instability, deploying rebellious music for historically grounded critiques of racism, war, and complicity.","https://media.pitchfork.com/photos/6a1f005947dd31e8244b5af9/16:9/w_1280,c_limit/26CRGIM53564.rgb.jpg","2026-06-18T11:40:06-03:00","Pitchfork"
"","","2026-06-08T00:02:00.000-04:00","Jake Muir: Pareidolia","https://pitchfork.com/reviews/albums/jake-muir-pareidolia/","Brad Sanders","reviews","review","After records sampling church bells and gay porn films, the field recordist and ambient musician turns his attention to black metal’s atmospheric interstitials, weaving them into epic, ominous drones.","https://media.pitchfork.com/photos/6a22a889fc892426f2169f2d/16:9/w_1280,c_limit/Jake%20Muir%20-%20Pareidolia.jpg","2026-06-18T11:40:07-03:00","Pitchfork"
"","","2026-06-08T00:01:00.000-04:00","K Wata: Give U Space","https://pitchfork.com/reviews/albums/k-wata-give-u-space/","Daniel Bromfield","reviews","review","The New York producer’s debut album is rooted in classic dub techno, but he succeeds in putting his own stamp on the oft-imitated genre, pointing it in new directions.","https://media.pitchfork.com/photos/6a229980bd7a7a6c8164ad53/16:9/w_1280,c_limit/K%20Wata%20-%20Give%20U%20Space.jpg","2026-06-18T11:40:08-03:00","Pitchfork"
"","","2026-06-08T00:00:00.000-04:00","The Bug Club: Every Single Muscle","https://pitchfork.com/reviews/albums/the-bug-club-every-single-muscle/","Alex Robert Ross","reviews","review","On its latest album, the prolific Welsh duo takes a warped view of human anatomy in a set of twee-pop and post-punk songs free of innuendo and laced with feral enthusiasm.","https://media.pitchfork.com/photos/6a22f1b3bb3dc604ca9365f2/16:9/w_1280,c_limit/The%20Bug%20Club-Every%20Single%20Muscle.png","2026-06-18T11:40:09-03:00","Pitchfork"
"2026-06-08T03:43:40.000Z","2026-06-08T03:43:40.000Z","2026-06-07T23:43:40.000-04:00","Musicians Union Sues Universal and Warner Over AI Use","https://pitchfork.com/news/musicians-union-sues-universal-and-warner-over-ai-use/","Nina Corcoran","news","article","The American Federation of Musicians claims major labels breached their collective bargaining agreement","https://media.pitchfork.com/photos/6a2639a94b9698601339433f/16:9/w_1280,c_limit/GettyImages-2169637885.jpg","2026-06-18T11:40:10-03:00","Pitchfork"
